Id;Year;Country;Cash;Liquid_Assets;Gross_Loans;Total_Assets;Total_Deposits;Total_Liabilities;Total_Equity;Net_Interest_Income;NPL_s_Gross_Loans;Loan_Loss_Provisions_s_Gross_Loans;Net_Interest_Revenue_s_Total_Assets;ROAE;ROAA;Liquid_Assets_s_Total_Assets;Total_Equity_s_Total_Assets;NonInt_Ex_s_Avg_Assets;Total_Cap_Ratio;Rating_num;Rating
Id_001;2021;PANAMA;62.8;547.4;6216.6;8323.5;5275.2;7533.8;789.7;172.8;3.75;1.32;2.05;3.38;0.32;6.58;9.49;1.53;15.97;10;BBB-
Id_002;2020;ARGENTINA;722.7;586.95;1312.82;3583.76;2390.51;2986.63;597.14;498.66;1.59;0.87;14.84;24.03;3.95;16.38;16.66;9.56;20.16;17;CCC+
Id_003;2020;ARGENTINA;159.7;819.85;576.42;1636.43;945.57;1422.89;213.53;1.1;12.17;-0.35;-0.07;6.25;0.76;50.1;13.05;13.92;13.05;19;CCC-
Id_004;2020;ARGENTINA;1809.74;1682.27;3453.92;8197.15;5736.97;6950.78;1246.37;923.11;1.45;2.94;11.9;12.07;2.04;20.52;15.2;10.05;19.35;18;CCC
Id_005;2020;ARGENTINA;1209.79;635.6;1600.05;4409.14;2383.78;3838.68;570.45;481.94;4.49;4.23;11.37;10.85;1.31;14.42;12.94;7.99;21.43;16;B-
Id_006;2020;ARGENTINA;432.12;760.79;1338.82;2872.72;2040.93;2533.36;339.36;426.37;6.64;6.75;16.43;8.88;1.01;26.48;11.81;15.87;13.62;18;CCC
Id_007;2020;BOLIVIA;1352.14;1462.27;2910.49;5413.29;4685.9;5065.17;348.12;180.59;1.96;0.87;3.74;5.22;0.38;27.01;6.43;3.66;11.8;14;B+
Id_008;2020;BOLIVIA;582.72;562.34;3866.83;5717.19;5130.87;5421.36;295.83;181.52;2;0.37;3.27;2.06;0.11;9.84;5.17;2.45;11.81;14;B+
Id_009;2020;BOLIVIA;601.48;697.06;2924.08;4419.19;3530.01;4152.4;266.79;131.75;1.22;0.46;3.11;5.12;0.32;15.77;6.04;1.61;12.72;15;B
Id_010;2020;BOLIVIA;446.86;476.79;2400.71;3422.26;3080.67;3212.74;209.52;116.28;1.01;1.15;3.54;2.48;0.16;13.93;6.12;2.21;11.93;15;B
Id_011;2020;BOLIVIA;91.1;202.1;2427.68;3447.76;2819.12;3247.02;200.74;91.1;0.35;0.41;2.98;0.89;0.05;5.86;5.82;3.13;11.7;16;B-
Id_012;2020;BRAZIL;104.24;3108.05;11490.34;22475.95;4931.07;20397.3;2078.65;1048.75;13.09;4.3;5.09;10.35;0.95;13.83;9.25;2.94;14.64;12;BB
Id_013;2020;BRAZIL;9.39;94.5;154;269.62;118.02;231.15;38.47;10.65;7.22;4.15;3.05;-8.39;-0.84;35.05;14.27;2.23;16.8;12;BB
Id_014;2020;BRAZIL;42.66;654.93;3127.17;4904.78;3225.73;4489.12;415.66;432.91;4.25;0.48;10.57;24;2.39;13.35;8.47;8.66;14.62;14;B+
Id_015;2020;BRAZIL;26.25;35.95;2707.37;5457.47;2540.69;4659.49;797.99;575.77;6.22;5.53;12.64;8.13;1.43;0.66;14.62;6.24;17.76;14;B+
Id_016;2020;BRAZIL;0.95;543.3;5627;7446.53;4168.71;6418.68;1027.85;1368.81;7.94;4.34;19.86;12.8;1.9;7.3;13.8;11.5;15.91;14;B+
Id_017;2020;BRAZIL;15.56;520.74;599.2;1399.37;1057.37;1296.71;102.66;96.8;5.57;1.73;7.59;12.36;0.96;37.21;7.34;9.6;11.15;12;BB
Id_018;2020;BRAZIL;244.25;2919.43;7269.07;17749.04;12070.69;16135.75;1613.29;927.84;10.15;2.82;5.54;8.92;0.84;16.45;9.09;5.03;15.81;13;BB-
Id_019;2020;BRAZIL;67.92;2958.65;994.22;5892.47;3077.28;5561.18;331.29;162.99;7.39;0.61;3.11;14.31;0.8;50.21;5.62;2.89;15.42;13;BB-
Id_020;2020;BRAZIL;0.02;397.32;1107.69;1760.64;925.99;1526.58;234.06;130.19;3.1;2.34;9.05;4.9;0.82;22.57;13.29;7.18;25.4;13;BB-
Id_021;2020;BRAZIL;1.2;9.95;274.64;297.35;230.27;244.46;52.89;21.71;2.1;0.52;6.5;9.12;1.46;3.35;17.79;4.13;17.79;12;BB
Id_022;2020;BRAZIL;162.16;303.4;1168.92;1654.41;156.32;1279.93;374.47;58.68;16.41;1.73;4.13;1.34;0.36;18.34;22.63;2.93;18.69;15;B
Id_023;2020;BRAZIL;5.91;13.07;140.08;163.24;111.26;119.11;44.13;9.18;7.23;-1.14;4.53;6.47;1.33;8;27.03;1.57;23.3;12;BB
Id_024;2020;BRAZIL;0.21;31.84;1520.68;1673.9;1076.96;1373.2;300.7;281.59;6.7;6.6;12.7;0.5;0.1;1.9;18;7.7;18;11;BB+
Id_025;2020;BRAZIL;3771.66;49403.66;79570.67;193758.26;75395.64;178271.56;15486.7;6751.07;7.95;3.58;3.76;17.97;1.41;25.5;7.99;2.67;15.25;11;BB+
Id_026;2020;BRAZIL;4609.17;105424;98452.28;307542.24;105865.21;279618.26;27923.98;9804.85;11.3;4;3.44;12.25;1.12;34.28;9.08;3.14;15.8;12;BB
Id_027;2020;BRAZIL;5936.71;140380.02;82996.29;340525.19;139143.31;316733.1;23792.09;5156.18;8.43;3.61;1.65;13.01;0.88;41.22;6.99;2.37;14.5;12;BB
Id_028;2020;BRAZIL;3292.17;68004.68;152221.85;280428.09;117426.66;262486.1;17941.99;7242.16;7.88;1.2;2.73;16.46;0.95;24.25;6.4;3.05;17.62;12;BB
Id_029;2020;BRAZIL;281.44;6552.91;4448.49;20102.22;6342.15;18110.72;1991.49;586.93;2.24;1.84;3.1;12.44;1.2;32.6;9.91;2.12;17.66;11;BB+
Id_030;2020;BRAZIL;8934.94;139625.39;137347.39;408355.43;156378.78;379804.38;28551.05;9114.7;8.07;4.14;2.45;11.81;0.83;34.19;6.99;2.72;14.5;13;BB-
Id_031;2020;BRAZIL;0.25;38.43;150.52;211.27;21.61;159.16;52.11;11.87;25.34;-1.14;5.55;11.42;2.52;18.19;24.67;5.15;21.4;13;BB-
Id_032;2020;CHILE;3845.6;4676.37;47177.13;76514.59;43172.85;71503.89;5010.7;2186.47;1.41;1.52;3;14.36;0.92;6.11;6.55;1.51;15.37;5;A+
Id_033;2020;CHILE;4237.64;5425.99;31051.86;48956.72;29397.29;45680.37;3276.35;1147.06;2.23;2.31;2.41;-32.15;-2.53;11.08;6.69;4.39;13.56;7;A-
Id_034;2020;CHILE;3512.15;14848.66;42439.87;63234.1;38049.44;58122.34;5111.76;1801.21;0.97;1.52;3.01;12.81;1.04;23.48;8.08;1.97;15.96;5;A+
Id_035;2020;CHILE;6307.43;8956.28;48711.47;78408.01;50533.48;73065.18;5342.82;2000.85;1.18;1.89;2.71;8.06;0.56;11.42;6.81;1.82;13.39;6;A
Id_036;2020;CHILE;1577.94;2333.15;8554.6;12539.23;8301.54;11638.52;900.71;239.86;0.4;0.42;1.97;11.92;0.83;18.61;7.18;1.51;13.73;8;BBB+
Id_037;2020;CHILE;614.15;821.06;8542.8;11083.89;5649.1;10175.84;908.06;269.32;1.76;1.15;2.4;9.47;0.72;7.41;8.19;1.72;14.05;9;BBB
Id_038;2020;CHILE;1717.87;3809.07;34811.96;50477.34;27480.29;47040.19;3437.15;1254.11;1.47;1.29;2.56;11.93;0.75;7.55;6.81;1.54;13.24;6;A
Id_039;2020;CHILE;414.61;560.01;5189.73;8116.4;4523.16;7296.86;819.54;173.43;1.69;0.92;2.17;9.71;0.83;6.9;10.1;1.59;18.49;9;BBB
Id_040;2020;COLOMBIA;7982.12;10399.78;39433.8;60457.03;42755.23;53926.04;6530.99;2396.67;5.96;3.36;4.31;11.19;1.22;17.2;10.8;3.65;12.06;10;BBB-
Id_041;2020;COLOMBIA;1667.97;2659.38;15204.33;19997.24;15156.99;18398.3;1598.94;920.46;5.43;2.93;4.71;8.93;0.65;13.3;8;2.43;14.73;9;BBB
Id_042;2020;COLOMBIA;5859.42;11420.3;55563.21;74187.5;52710.79;66026.1;8161.4;3146.62;8.56;3.93;4.41;1.09;0.12;15.39;11;3.07;14.74;10;BBB-
Id_043;2020;COLOMBIA;374.73;1149.32;6101.14;8373.65;5121.63;7587.22;786.44;264.77;4.94;3.04;3.13;-30.13;-3.14;13.73;9.39;4.52;12.58;10;BBB-
Id_044;2020;COLOMBIA;1000.63;1556.67;9486.45;13089.13;8990.31;11643.74;1445.39;549.84;5.41;3.56;4.32;7.06;0.75;11.89;11.04;3.59;10.6;10;BBB-
Id_045;2020;COLOMBIA;2978.55;4979.36;30966.01;39598.65;26232.9;36421.38;3177.28;2202.1;4.98;4.12;5.87;3.36;0.3;12.57;9.32;3.04;12.31;10;BBB-
Id_046;2020;COLOMBIA;400.65;1539.93;4328.2;8084.59;5289.44;7551.89;532.7;298.99;7.55;3.02;3.85;10.03;0.67;19.05;6.59;3.69;6.59;10;BBB-
Id_047;2020;COLOMBIA;1601.59;6184.71;4696.13;11814.25;7834.28;11096.4;717.84;207.58;1.94;2.45;1.83;7.57;0.47;52.35;6.08;1.71;14.01;11;BB+
Id_048;2020;COSTA_RICA;358.42;827.97;4300.17;7019.94;5452.93;5813.86;1206.09;314.23;3.26;1.69;4.89;1.84;0.33;11.79;17.18;4.02;17.18;15;B
Id_049;2020;COSTA_RICA;1514.33;2292.45;7251.99;12172.79;9444.58;11022.48;1150.31;391.37;3.63;1.38;3.28;2.1;0.2;18.83;9.45;2.82;9.45;15;B
Id_050;2020;COSTA_RICA;496.74;551.05;2288.16;3306.54;2178.25;3006.71;299.83;114.36;1.85;1.99;3.68;6.42;0.6;16.67;9.07;2.25;9.07;14;B+
Id_051;2020;COSTA_RICA;1104.15;611.14;6307.18;10261.77;7324.25;9177.01;1084.76;308.03;3.67;0.57;3.08;4.07;0.44;5.96;10.57;3.21;10.57;15;B
Id_052;2020;COSTA_RICA;1030.48;720.31;4740.32;6978.18;5622.4;6248.27;729.91;407.21;2.22;0;0;10.35;1.13;10.32;10.46;3.48;10.46;14;B+
Id_053;2020;ECUADOR;1216;675;3430.5;5517.14;4448.06;5075.42;441.73;241.31;2.65;2.92;4.51;4.33;0.37;12.23;8.01;4.22;13.3;16;B-
Id_054;2020;ECUADOR;3194.14;1346.62;9261.47;15641.32;12850.02;14251.96;1389.37;767.66;3.18;2.73;5.19;3.05;0.29;8.61;8.88;4.89;14.56;16;B-
Id_055;2020;ECUADOR;65.12;23.46;389.17;489.18;229.74;431.55;57.63;21.35;0.59;0.33;4.82;0.35;0.05;4.8;11.78;4.68;14.38;16;B-
Id_056;2020;EL_SALVADOR;517.06;991.3;3377.86;5256.11;4041.18;4706.35;549.76;248.68;1.13;2.91;4.9;11.97;1.25;18.86;10.46;2.52;14.2;15;B
Id_057;2020;EL_SALVADOR;296.6;236;2075.9;2937.6;2089.9;2640.8;296.8;130.5;1.99;2.77;4.53;4.45;0.45;8.03;10.1;2.62;13.51;15;B
Id_058;2020;GUATEMALA;433.03;101.85;2010.76;3571.26;2886.79;3093.31;477.95;255.08;1.16;1.09;7.35;23.67;2.95;2.85;13.95;3.55;13.95;13;BB-
Id_059;2020;MEXICO;1443.37;5309.06;5146.22;11247.72;8552.21;10053.14;1194.58;2409.49;4.67;13.82;23.19;-23.44;-2.58;47.2;10.62;20.49;14.36;11;BB+
Id_060;2020;MEXICO;521.24;521.14;1150.89;1785.11;137.54;1259;526.11;636.26;5.39;20.1;37.87;-11.79;-3.75;29.19;29.47;27.98;31.44;11;BB+
Id_061;2020;MEXICO;14.86;108.02;454.68;684.53;153.85;507.37;177.16;105.13;5.97;4.87;16.33;4.75;1.44;15.78;25.88;7.82;16.86;13;BB-
Id_062;2020;MEXICO;3.98;78.04;0;90.12;0;17.2;72.92;4.13;0;0;3.81;-12.69;-9.1;86.6;80.92;17.18;199.06;11;BB+
Id_063;2020;MEXICO;4712.41;17447.55;34933.22;92268.57;38268.62;84371.42;7897.15;3240.36;3.08;3;3.99;13.68;1.14;18.91;8.56;2.31;19.01;8;BBB+
Id_064;2020;MEXICO;11095.76;25777.9;61982.5;121430.1;66261.66;109389.14;12040.96;6239.74;3.01;3.78;5.49;16.14;1.5;21.23;9.92;2.71;17.51;9;BBB
Id_065;2020;MEXICO;6423.71;12355.31;27862.36;67288.03;45051.27;58623.83;8664.2;4569.7;2.9;5.27;7.12;4.41;0.55;18.36;12.88;5.36;16.43;8;BBB+
Id_066;2020;MEXICO;5405.39;6823.21;39404.95;62740.65;39761.95;56027.74;6712.91;3448.84;1.08;2.82;5.75;16.57;1.61;10.88;10.7;3.16;20.2;9;BBB
Id_067;2020;MEXICO;2604.45;9286.89;18275.23;38777.13;22714.01;35527.72;3249.41;1622.77;2.8;4.18;4.16;-1.05;-0.09;23.95;8.38;3.62;14.08;8;BBB+
Id_068;2020;MEXICO;824.8;5687.73;11355.44;20133.27;8887.98;15020.41;5112.86;1140.15;2.21;3.9;5.83;7.07;1.72;28.25;25.4;2.52;18.66;10;BBB-
Id_069;2020;MEXICO;1586.18;3198.11;9912.96;13706.52;8799.11;11973.26;1733.27;557.72;1.05;1.42;4.37;10.32;1.33;23.33;12.65;2.51;16.88;10;BBB-
Id_070;2020;MEXICO;202.41;654.55;2364.06;3889.6;1653.09;3521.71;367.89;106.52;3.67;0.79;2.78;7.07;0.67;16.83;9.46;2.29;13.8;13;BB-
Id_071;2020;MEXICO;1489;5361.4;20639.05;31701.9;18547.28;28952.01;2749.89;1252.24;3.05;2.45;4.12;5.56;0.47;16.91;8.67;2.96;13.91;9;BBB
Id_072;2020;MEXICO;120.89;379.37;2209.07;3335.26;1705.83;3100.73;234.52;105.03;2.73;1.28;3.18;5.67;0.42;11.37;7.03;2.76;12.69;13;BB-
Id_073;2020;MEXICO;1319.8;4955.49;1316.22;7758.92;2180.44;7366.12;392.79;106.67;1.86;3.55;1.54;12.99;0.68;63.87;5.06;2.86;16;11;BB+
Id_074;2020;PANAMA;0.25;94.1;732.88;945.92;340.41;868.1;77.83;14.24;1.5;0.57;1.57;4.39;0.36;9.95;8.23;1.9;12.57;11;BB+
Id_075;2020;PANAMA;0.04;8.15;16.92;33.52;16.87;23.92;9.6;0.34;0;0;1.05;88.51;19.26;24.31;28.64;27.33;16.85;10;BBB-
Id_076;2020;PANAMA;157.1;1951.2;11560.3;18616.8;13551.9;15983.6;2633.2;635.2;4.02;2.38;3.4;12.48;1.69;10.48;14.14;1.52;20.74;9;BBB
Id_077;2020;PANAMA;708.7;5929;17174.6;26623.9;20310.7;24114.7;2509.2;1254.8;4.22;2.61;4.96;11.66;1.25;22.27;9.42;4.64;12.79;11;BB+
Id_078;2020;PANAMA;1.28;247.68;1488.19;1859.88;917;1620.64;239.24;38.01;4.11;0.5;1.98;1.26;0.16;13.32;12.86;1.57;12.76;13;BB-
Id_079;2020;PANAMA;202.9;1119.5;7764.4;10261.7;7095.4;9172.7;1089;309.5;8.08;3.12;3.04;-4.08;-0.45;10.91;10.61;1.85;13.09;10;BBB-
Id_080;2020;PANAMA;20.6;247.6;3224.7;4878.9;3051.3;4458.4;420.5;90.9;4.1;2.1;1.89;-5.21;-0.47;5.07;8.78;1.78;14.72;11;BB+
Id_081;2020;PANAMA;299.7;8551.3;4998.4;16872.9;13989;15910.7;962.2;260.1;1.72;0.98;1.88;13.12;0.93;50.68;5.7;1.13;17.53;9;BBB
Id_082;2020;PANAMA;0;226.06;234.46;818.59;755.59;763.37;55.22;9.4;0.52;0.21;1.07;19.43;1.01;27.62;6.75;0.58;6.75;10;BBB-
Id_083;2020;PARAGUAY;158.5;266.45;837.93;1195.95;999.49;1087.11;108.84;37.13;1.7;0.83;3.37;18.66;1.63;22.28;9.1;2.56;9.1;12;BB
Id_084;2020;PARAGUAY;191.65;151.93;834.37;1166.68;1026.02;1071.92;94.75;76.48;3.4;4.5;6.82;4.93;0.4;13.02;8.12;5.65;8.12;15;B
Id_085;2020;PARAGUAY;581.93;507.35;1777.35;2538.27;1703.65;2313.75;224.53;71.9;1.49;1.54;2.85;4.8;0.41;19.99;10.27;2.25;10.27;12;BB
Id_086;2020;PARAGUAY;675.39;1050.7;2085.47;3659.05;2404.49;3173.28;485.76;98.43;1.95;0.75;2.92;12.27;1.71;28.72;13.28;2.19;13.28;11;BB+
Id_087;2020;PERU;480.55;402.82;3594.48;4316.3;2392.21;3671.74;644.56;460.86;7.06;6.12;11.6;-1.69;-0.25;9.33;14.93;7.23;19.82;8;BBB+
Id_088;2020;PERU;7147.51;7074.42;2336.1;12234.12;9579.45;11578.31;655.8;358.26;1.97;0.67;3.36;26.78;1.77;57.83;5.36;2.83;15.12;7;A-
Id_089;2020;PERU;9126.33;4120.44;34772.35;53920.61;35075.14;48687.62;5232.98;2168.26;3.61;4.35;4.54;4.33;0.46;7.64;9.7;2.94;14.93;8;BBB+
Id_090;2020;PERU;4834.61;5223.18;15242.73;22100.58;13176.05;19332.21;2768.37;1140.94;6.45;5.2;5.28;2.49;0.31;23.63;12.53;2.51;17.87;7;A-
Id_091;2020;PERU;6893.45;7713.87;19616.82;29651.19;19927.57;27065.03;2586.16;896.19;3.22;2.69;3.43;6.98;0.68;26.02;8.72;2.16;13.68;8;BBB+
Id_092;2020;PERU;4491.1;3114.5;11563.48;18735.94;12090.64;17027.82;1708.12;795.91;3.37;5.1;4.8;4.35;0.44;16.62;9.12;2.46;16.99;8;BBB+
Id_093;2020;PERU;993.18;1168.15;3360.39;5077.85;3565.97;4718.73;359.12;152.15;3.16;3.15;3.31;5.07;0.37;23;7.07;1.86;14.01;10;BBB-
Id_094;2020;PUERTO_RICO;63.45;2096.04;6706.07;9776.82;8655.91;8712.14;1064.67;420.83;4.23;1.39;4.42;7.22;0.76;21.44;10.89;3.38;15.32;13;BB-
Id_095;2020;PUERTO_RICO;280.99;330.68;430.17;826.28;661;701.74;124.54;2.32;3.3;1;0.3;-3.6;-0.6;40;15.1;0.4;15.1;10;BBB-
Id_096;2020;URUGUAY;1.94;2.6;13.84;22.83;14.84;17.33;5.5;3.17;0;0.33;14.66;-2.76;-0.66;11.39;24.09;16.49;24.09;15;B
Id_097;2020;URUGUAY;1096.06;2120.36;2183.22;5331.14;4392.99;4866.98;464.16;166.72;1.55;-0.08;3.53;21.56;2.06;39.77;8.71;2.81;11.58;10;BBB-
Id_098;2020;URUGUAY;1.73;12.2;1367.92;1755.87;493.12;917.16;838.71;129.3;1.64;-0.15;7.69;8.25;3.89;0.69;47.77;3.1;47.77;9;BBB
Id_099;2020;URUGUAY;841.74;1112.47;1829.27;3656.67;2986.31;3421.1;235.57;113.59;1.68;-0.08;3.45;14.14;0.92;30.42;6.44;3.29;12.06;9;BBB
Id_100;2020;URUGUAY;3999.3;5147.04;4580.06;18348.8;15563.61;16436.65;1912.15;811.85;4.23;-1.1;4.83;26.95;2.9;28.05;10.42;2.69;10.42;9;BBB
Id_101;2020;URUGUAY;1278.16;2124.32;2978.08;6018.2;5088.45;5580.62;437.58;235.03;1.88;1.49;4.35;22.38;1.66;35.3;7.27;2.93;7.27;10;BBB-
Id_102;2020;URUGUAY;337.7;429.46;729.69;1338.51;994.35;1266.8;71.72;39.75;1.94;1.12;3.26;18.35;0.97;32.08;5.36;3.67;5.36;8;BBB+
