Id;Year;Country;Cash;Liquid_Assets;Gross_Loans;Total_Assets;Total_Deposits;Total_Liabilities;Total_Equity;Net_Interest_Income;NPL_s_Gross_Loans;Loan_Loss_Provisions_s_Gross_Loans;Net_Interest_Revenue_s_Total_Assets;ROAE;ROAA;Liquid_Assets_s_Total_Assets;Total_Equity_s_Total_Assets;NonInt_Ex_s_Avg_Assets;Total_Cap_Ratio;Rating_num;Rating
Id_099;2018;URUGUAY;787,83;1.064,85;1.940,08;3.297,63;2.567,60;3.061,69;235,94;134,32;3,08;-0,07;4,31;17,12;1,21;32,29;7,15;4,24;7,15;9;BBB
Id_100;2018;URUGUAY;3.778,45;4.868,34;4.808,68;17.105,50;14.298,52;15.268,84;1.836,67;869,70;5,16;-0,75;5,40;27,06;2,71;28,46;10,74;3,15;10,74;9;BBB
Id_124;2018;URUGUAY;183,16;257,37;117,72;406,90;350,30;364,96;41,94;15,01;7,63;1,15;4,17;0,38;0,04;63,25;10,31;7,47;10,31;18;CCC
Id_101;2018;URUGUAY;934,36;1.710,38;3.068,24;5.169,33;4.392,63;4.732,33;437,01;256,81;2,12;1,68;5,29;19,19;1,66;33,09;8,45;4,30;8,45;10;BBB-
Id_102;2018;URUGUAY;248,95;330,21;738,97;1.164,07;793,01;1.082,60;81,47;43,30;2,40;0,95;3,83;1,84;0,13;28,37;7,00;5,08;7,00;8;BBB+
Id_103;2018;URUGUAY;599,66;789,94;1.489,17;3.068,62;2.525,29;2.856,35;212,27;149,43;3,35;1,77;5,08;4,82;0,33;25,74;6,92;6,11;6,92;8;BBB+
Id_104;2018;URUGUAY;25,87;68,41;12,40;109,86;98,63;100,71;9,15;3,13;0,30;3,53;3,01;-0,99;-0,08;62,27;8,33;3,54;8,33;15;B
Id_001;2018;PANAMA;32,80;443,90;4.997,20;6.555,30;3.543,40;5.943,80;611,50;144,40;2,21;0,24;2,19;11,18;1,01;6,77;9,33;1,63;14,64;10;BBB-
Id_108;2017;ARGENTINA;7,91;7,99;298,25;307,51;6,29;290,46;17,05;20,94;1,11;2,80;15,91;2,72;0,30;2,60;5,54;12,98;5,54;16;B-
Id_109;2017;ARGENTINA;27,73;332,36;22,46;472,78;55,82;404,21;68,57;17,61;0,00;0,00;16,85;-36,16;-6,89;70,30;14,50;14,31;14,50;16;B-
Id_118;2017;ARGENTINA;1,33;4,15;60,98;60,63;7,95;47,99;12,63;14,45;28,07;46,90;22,83;-132,58;-36,78;6,85;20,84;30,37;20,84;16;B-
Id_110;2017;ARGENTINA;176,55;496,45;1.003,76;1.607,32;960,85;1.409,94;197,38;85,72;2,12;9,22;17,95;14,25;1,46;30,89;12,28;19,89;12,28;16;B-
Id_111;2017;ARGENTINA;347,63;953,21;1.200,46;2.271,28;1.521,50;1.996,34;274,94;130,55;1,55;3,11;10,01;22,59;3,16;41,97;12,14;22,28;12,14;16;B-
Id_112;2017;ARGENTINA;125,42;190,53;292,68;516,15;420,35;460,40;55,75;97,03;2,65;4,85;22,12;-17,08;-1,43;36,91;10,80;37,51;10,80;16;B-
Id_113;2017;ARGENTINA;127,71;133,00;92,33;281,49;58,54;236,48;45,01;27,26;4,17;10,57;32,30;28,26;5,82;47,25;15,99;16,02;15,99;16;B-
Id_002;2017;ARGENTINA;761,08;474,62;3.240,68;5.135,63;3.259,41;4.477,94;657,69;459,56;1,42;1,37;10,29;27,94;3,68;9,24;12,81;9,95;12,81;15;B
Id_125;2017;ARGENTINA;32,91;81,20;161,89;267,21;153,23;251,36;15,86;39,45;3,83;0,00;0,00;0,00;0,00;30,39;5,93;7,18;5,93;16;B-
Id_114;2017;ARGENTINA;695,50;1.249,19;3.165,65;5.659,97;3.292,08;4.973,82;686,15;477,49;1,52;2,30;18,07;35,49;4,83;22,07;12,12;17,69;12,19;16;B-
Id_115;2017;ARGENTINA;1.167,37;1.979,45;3.611,84;6.299,80;4.465,42;5.659,13;640,68;417,72;1,94;7,22;11,34;45,84;3,95;31,42;10,17;14,53;10,17;16;B-
Id_003;2017;ARGENTINA;208,52;1.022,15;2.123,78;3.512,68;971,21;3.078,11;434,57;217,15;4,02;12,17;-0,07;6,25;0,76;29,10;12,37;13,92;12,37;16;B-
Id_005;2017;ARGENTINA;971,06;797,88;3.469,87;6.094,75;3.558,31;5.540,06;554,69;508,25;1,49;4,49;11,37;10,85;1,31;13,09;9,10;7,99;12,85;16;B-
Id_006;2017;ARGENTINA;582,93;1.319,57;3.241,03;4.789,73;2.589,75;4.292,30;497,43;451,91;3,15;6,64;16,43;8,88;1,01;27,55;10,39;15,87;10,39;16;B-
Id_119;2017;BOLIVIA;64,27;64,27;1.445,89;1.759,12;1.290,75;1.567,00;192,11;171,62;0,32;1,13;10,27;22,86;2,36;3,65;10,92;6,14;10,92;14;B+
Id_007;2017;BOLIVIA;895,93;895,93;2.136,98;3.799,88;3.372,33;3.532,55;267,34;162,88;0,24;2,63;4,63;9,91;0,73;23,58;7,04;4,72;7,04;14;B+
Id_008;2017;BOLIVIA;613,26;647,41;3.240,16;4.975,01;4.399,83;4.687,11;287,90;193,27;2,22;0,20;4,28;17,37;0,99;13,01;5,79;2,85;11,80;14;B+
Id_120;2017;BOLIVIA;151,32;157,95;1.055,90;1.483,86;1.314,28;1.393,21;90,65;70,64;1,21;0,53;5,01;17,45;1,05;10,64;6,11;3,60;11,53;14;B+
Id_121;2017;BOLIVIA;7,74;7,74;19,36;32,76;17,58;18,54;14,23;0,93;0,32;1,39;2,87;0,51;0,23;23,63;43,42;6,20;43,42;15;B
Id_122;2017;BOLIVIA;187,34;187,34;1.145,30;1.627,86;1.448,73;1.527,51;100,35;52,78;1,45;0,58;3,44;16,12;0,99;11,51;6,16;2,59;11,33;14;B+
Id_009;2017;BOLIVIA;577,74;695,08;2.176,82;3.665,11;3.188,06;3.426,32;238,78;130,41;1,60;0,56;3,81;15,25;1,02;18,96;6,52;2,28;12,87;14;B+
Id_123;2017;BOLIVIA;423,63;570,64;1.913,76;2.994,49;2.480,38;2.778,45;216,03;126,73;2,17;1,07;4,49;18,53;1,78;19,06;7,21;3,63;11,57;14;B+
Id_010;2017;BOLIVIA;348,34;413,24;1.932,42;2.805,69;2.436,80;2.615,30;190,39;118,47;1,88;1,30;4,58;13,40;0,94;14,73;6,79;2,97;11,25;14;B+
Id_011;2017;BOLIVIA;103,36;103,36;1.604,02;2.228,68;1.919,10;2.073,49;155,20;81,56;0,22;4,54;3,92;5,54;0,41;4,64;6,96;3,87;6,96;14;B+
Id_012;2017;BRAZIL;89,59;7.458,55;14.581,36;28.275,65;2.570,99;25.594,52;2.681,14;1.478,62;11,37;3,85;4,98;6,78;0,58;26,38;9,48;2,78;15,53;13;BB-
Id_014;2017;BRAZIL;57,02;541,06;2.738,47;4.269,73;2.829,26;3.845,98;423,75;557,60;8,05;1,61;13,32;20,34;2,00;12,67;9,92;10,85;15,69;14;B+
Id_015;2017;BRAZIL;7,47;443,34;2.610,15;4.916,25;2.529,09;4.138,63;777,62;389,43;8,06;2,83;8,08;1,01;0,17;9,02;15,82;5,46;15,69;14;B+
Id_126;2017;BRAZIL;23,31;197,22;2.877,12;3.753,73;1.550,70;3.158,22;595,51;274,69;3,17;1,26;7,43;16,83;2,69;5,25;15,86;4,57;17,39;13;BB-
Id_016;2017;BRAZIL;3,20;662,45;5.553,33;7.811,06;4.128,77;6.735,96;1.075,10;1.545,17;11,25;4,55;19,16;6,12;0,79;8,48;13,76;10,24;13,32;14;B+
Id_017;2017;BRAZIL;27,18;539,61;725,13;1.534,41;1.168,47;1.419,63;114,77;118,73;9,03;1,83;8,32;28,33;2,10;35,17;7,48;9,39;15,23;13;BB-
Id_018;2017;BRAZIL;242,40;3.390,82;9.484,52;22.158,61;14.236,14;20.031,57;2.127,05;1.487,78;12,20;3,73;6,91;15,82;1,49;15,30;9,60;6,09;16,98;13;BB-
Id_019;2017;BRAZIL;45,38;3.389,70;1.193,02;6.879,27;2.989,30;6.457,97;421,30;239,80;13,64;2,54;3,28;13,11;0,78;49,27;6,12;3,32;14,22;13;BB-
Id_020;2017;BRAZIL;0,09;336,31;1.112,99;1.648,06;745,30;1.259,39;388,67;185,89;8,80;3,05;11,02;15,20;3,44;20,41;23,58;5,63;23,58;13;BB-
Id_021;2017;BRAZIL;2,00;21,92;543,48;603,68;421,90;514,60;89,07;36,22;2,21;-0,16;5,98;13,74;2,07;3,63;14,76;4,03;14,76;13;BB-
Id_022;2017;BRAZIL;1,75;47,26;1.830,47;2.099,41;16,42;1.606,79;492,62;155,65;20,63;9,31;7,07;-10,44;-2,42;2,25;23,46;2,34;14,17;16;B-
Id_023;2017;BRAZIL;10,82;59,44;364,18;438,29;289,96;369,87;68,42;17,54;16,91;0,94;4,56;9,36;1,84;13,56;15,61;1,83;15,50;13;BB-
Id_024;2017;BRAZIL;0,10;17,19;2.904,37;3.214,49;2.398,13;2.824,12;390,37;417,69;4,80;4,70;14,10;1,50;0,20;0,50;12,10;11,30;13,80;13;BB-
Id_025;2017;BRAZIL;3.396,75;49.884,44;82.433,85;206.728,00;61.538,43;188.164,60;18.563,40;10.921,15;10,95;3,46;5,21;13,40;1,22;24,13;8,98;3,56;15,83;13;BB-
Id_026;2017;BRAZIL;4.543,96;120.904,52;111.710,23;366.230,79;80.186,04;332.663,36;33.567,42;18.797,30;12,80;4,74;5,20;13,91;1,24;33,01;9,17;3,86;17,10;12;BB
Id_027;2017;BRAZIL;3.887,71;203.351,58;92.550,22;392.568,69;120.633,40;371.385,20;21.183,50;14.875,91;10,26;3,06;3,85;25,55;1,51;51,80;5,40;2,98;18,80;12;BB
Id_028;2017;BRAZIL;3.462,51;88.438,41;213.544,02;381.175,18;153.065,13;359.833,71;21.341,48;14.132,85;12,82;2,19;3,72;18,81;0,98;23,20;5,60;3,13;17,65;12;BB
Id_029;2017;BRAZIL;130,56;7.350,12;3.291,32;18.661,09;4.170,10;16.176,45;2.484,64;957,43;5,16;1,29;4,74;9,38;1,12;39,39;13,31;4,61;15,94;13;BB-
Id_030;2017;BRAZIL;5.668,95;184.339,15;149.239,64;454.587,74;121.829,23;412.579,73;42.008,01;19.630,01;9,19;3,06;4,43;18,07;1,64;40,55;9,24;3,31;18,80;12;BB
Id_040;2017;COLOMBIA;5.695,39;8.024,69;36.165,60;50.277,15;33.970,31;44.149,13;6.128,02;2.209,33;3,97;2,11;4,51;13,15;1,59;15,96;12,19;4,20;13,54;10;BBB-
Id_041;2017;COLOMBIA;1.597,00;4.130,46;14.908,62;19.540,59;15.872,13;18.041,31;1.499,28;812,79;5,43;2,79;4,40;11,49;0,90;21,14;7,67;2,87;12,35;9;BBB
Id_042;2017;COLOMBIA;5.223,77;10.047,01;54.000,02;68.618,29;44.771,31;60.397,35;8.220,94;3.531,93;0,93;2,22;5,25;11,93;1,37;14,64;11,98;3,60;14,18;10;BBB-
Id_043;2017;COLOMBIA;318,44;2.480,25;7.324,97;10.467,92;6.371,75;9.264,81;1.203,11;321,17;7,56;2,16;2,98;0,61;0,07;23,69;11,49;3,33;12,31;10;BBB-
Id_044;2017;COLOMBIA;826,83;2.400,70;9.629,94;12.746,78;8.806,31;11.224,37;1.522,41;635,66;9,49;2,94;5,14;8,47;1,00;18,83;11,94;3,92;13,44;9;BBB
Id_045;2017;COLOMBIA;2.654,91;6.188,69;26.322,12;33.911,11;21.759,27;30.845,69;3.065,42;1.851,34;5,96;2,61;5,66;15,01;1,32;18,25;10,80;3,27;12,34;10;BBB-
Id_046;2017;COLOMBIA;462,57;1.285,46;4.349,50;7.944,12;4.993,05;7.122,66;821,47;277,02;7,54;0,94;3,47;15,44;1,48;16,18;10,34;4,14;10,34;9;BBB
Id_047;2017;COLOMBIA;1.182,79;4.933,86;4.673,29;10.108,22;6.238,93;9.483,25;624,98;136,96;1,35;1,67;1,45;12,83;0,79;48,81;6,18;2,01;16,23;12;BB
Id_048;2017;COSTA_RICA;195,03;625,15;4.497,21;6.094,33;4.640,31;4.954,22;1.140,11;294,14;2,05;1,71;5,12;5,83;1,12;10,26;18,71;4,93;18,71;12;BB
Id_049;2017;COSTA_RICA;1.658,72;2.252,49;7.945,44;12.432,46;8.805,89;11.336,33;1.096,13;420,48;4,60;1,32;3,59;5,37;0,48;18,12;8,82;2,94;8,82;13;BB-
Id_051;2017;COSTA_RICA;1.233,39;514,17;6.562,55;10.441,63;7.258,38;9.430,26;1.011,37;327,25;3,75;0,82;3,26;7,14;0,70;4,92;9,69;3,11;9,69;13;BB-
Id_053;2017;ECUADOR;774,27;474,35;2.614,08;4.270,35;3.492,99;3.897,17;373,18;172,70;1,80;1,33;4,18;11,42;0,98;11,11;8,74;4,64;11,27;15;B
Id_054;2017;ECUADOR;2.012,49;1.135,09;8.433,60;12.524,15;10.257,13;11.371,17;1.152,98;756,95;4,31;2,54;6,21;7,51;0,68;9,06;9,21;5,86;11,99;15;B
Id_056;2017;EL_SALVADOR;870,67;1.022,51;3.040,31;4.343,12;3.078,52;3.801,11;542,00;204,08;1,62;1,78;4,72;13,11;1,56;23,54;12,48;2,97;15,50;16;B-
Id_057;2017;EL_SALVADOR;401,90;283,80;1.769,70;2.490,60;1.561,30;2.214,30;276,30;112,20;2,10;2,05;4,71;8,01;0,90;11,39;11,09;3,28;13,85;16;B-
Id_058;2017;GUATEMALA;399,17;73,09;1.673,45;2.954,53;2.351,48;2.658,95;295,58;200,84;2,90;0,51;7,37;25,62;2,49;2,47;10,73;4,83;10,73;16;B-
Id_117;2017;MEXICO;76,13;70,64;1.227,13;1.514,17;1.271,18;1.312,88;201,29;37,69;8,37;12,78;2,70;9,02;1,18;4,67;13,29;9,47;12,58;15;B
Id_127;2017;MEXICO;505,67;4.183,26;5.940,48;11.002,65;4.373,92;10.245,44;757,21;122,72;0,02;0,21;1,15;19,06;1,34;38,02;6,88;1,31;16,99;12;BB
Id_059;2017;MEXICO;862,54;2.821,76;3.902,83;7.243,85;5.525,84;6.363,46;880,39;1.849,22;4,22;6,28;26,50;15,79;1,88;38,95;12,15;23,26;16,73;11;BB+
Id_060;2017;MEXICO;137,01;121,35;1.114,18;1.394,05;90,53;823,94;570,11;835,99;3,28;13,15;55,74;20,60;8,32;8,70;40,90;37,60;36,85;9;BBB
Id_061;2017;MEXICO;37,13;168,90;330,52;631,65;162,03;464,58;167,07;91,54;5,45;4,93;17,11;12,66;3,73;26,74;26,45;12,68;16,76;13;BB-
Id_062;2017;MEXICO;4,68;140,62;0,00;166,46;0,00;57,93;108,53;16,17;0,00;0,00;1,94;1,44;0,46;84,48;65,20;4,75;90,47;11;BB+
Id_063;2017;MEXICO;4.445,38;12.361,96;31.423,19;67.283,41;32.963,45;61.373,55;5.909,86;2.811,08;2,54;3,24;4,10;15,58;1,38;18,37;8,78;2,58;15,73;8;BBB+
Id_064;2017;MEXICO;11.042,42;26.320,18;54.878,93;101.561,11;54.571,25;92.621,79;8.939,32;5.783,02;2,11;3,16;5,82;23,32;2,02;25,92;8,80;3,04;14,25;7;A-
Id_065;2017;MEXICO;3.336,23;4.752,55;33.969,10;58.472,66;35.345,40;50.128,01;8.344,65;4.150,56;1,54;3,23;7,21;10,51;1,46;8,13;14,27;5,81;14,07;7;A-
Id_066;2017;MEXICO;3.868,35;8.871,12;31.411,39;53.726,71;32.750,10;49.349,84;4.376,87;2.830,10;1,97;2,53;5,33;20,32;1,79;16,51;8,15;3,11;17,23;8;BBB+
Id_067;2017;MEXICO;2.336,89;5.045,80;16.168,22;36.027,75;18.615,87;33.190,83;2.836,92;1.398,83;2,35;3,28;4,04;5,45;0,46;14,01;7,87;3,78;12,94;8;BBB+
Id_068;2017;MEXICO;1.080,46;3.717,92;14.722,04;20.868,90;7.037,01;15.654,00;5.214,90;1.024,62;3,00;3,35;4,90;13,60;3,25;17,82;24,99;2,17;18,32;8;BBB+
Id_069;2017;MEXICO;916,04;2.095,67;7.433,69;9.854,04;5.809,11;8.624,36;1.229,68;469,41;0,83;0,84;4,91;18,31;2,06;21,27;12,48;2,76;15,57;10;BBB-
Id_070;2017;MEXICO;214,36;855,88;2.021,73;3.275,25;1.313,84;3.009,42;265,83;104,00;1,74;1,29;3,45;18,69;1,55;26,13;8,12;2,43;14,25;12;BB
Id_071;2017;MEXICO;1.619,85;1.980,02;16.059,18;22.978,50;14.932,13;20.519,40;2.459,10;994,87;2,24;1,30;4,70;14,83;1,57;8,62;10,70;3,43;14,69;8;BBB+
Id_072;2017;MEXICO;78,93;245,03;1.765,46;2.564,12;1.211,83;2.343,55;220,57;89,41;1,72;0,87;3,58;6,45;0,53;9,56;8,60;2,82;14,19;12;BB
Id_073;2017;MEXICO;833,55;2.389,42;1.085,14;4.736,08;2.011,76;4.448,12;287,95;77,30;0,94;0,86;1,63;13,69;1,03;50,45;6,08;3,33;16,14;11;BB+
Id_075;2017;PANAMA;0,00;0,39;19,23;21,51;16,26;17,29;4,22;0,62;0,00;0,00;2,73;29,07;5,38;1,81;19,60;28,61;18,28;10;BBB-
Id_076;2017;PANAMA;283,10;2.005,50;11.467,80;17.571,90;11.458,40;15.526,10;2.045,80;557,70;1,86;0,40;3,28;21,96;2,53;11,41;11,64;1,65;19,11;9;BBB
Id_077;2017;PANAMA;659,10;4.008,80;15.523,90;22.018,10;15.014,20;19.389,70;2.628,40;1.148,00;1,49;2,04;5,46;14,93;1,80;18,21;11,94;5,05;13,72;11;BB+
Id_078;2017;PANAMA;1,16;211,70;1.510,74;1.797,95;864,64;1.575,53;222,42;36,87;3,43;0,36;2,09;4,36;0,54;11,77;12,37;1,66;12,84;13;BB-
Id_079;2017;PANAMA;191,50;887,50;7.508,40;9.485,10;7.044,80;8.383,70;1.101,40;321,20;2,61;0,96;3,44;7,85;0,87;9,36;11,61;2,24;15,20;10;BBB-
Id_080;2017;PANAMA;30,50;424,20;3.190,30;4.691,00;2.832,60;4.302,10;388,90;140,30;2,52;0,33;3,13;16,38;1,31;9,04;10,64;1,98;15,71;10;BBB-
Id_081;2017;PANAMA;311,00;2.874,40;3.639,30;9.740,50;8.608,10;8.873,10;867,40;261,50;1,19;0,26;2,60;18,86;1,59;29,51;8,91;1,35;16,87;9;BBB
Id_083;2017;PARAGUAY;159,97;252,12;526,80;866,53;722,23;777,92;88,61;26,16;1,88;0,88;3,27;38,41;3,62;29,10;10,23;3,30;10,23;13;BB-
Id_084;2017;PARAGUAY;165,17;190,06;845,55;1.127,50;985,76;1.036,70;90,80;89,81;4,98;4,14;8,42;10,42;0,86;16,86;8,05;7,80;8,05;15;B
Id_085;2017;PARAGUAY;375,79;299,87;1.937,99;2.613,13;1.712,32;2.373,61;239,52;112,83;1,78;1,54;4,26;15,14;1,43;11,48;10,87;2,69;10,87;12;BB
Id_086;2017;PARAGUAY;531,69;787,96;2.245,44;3.466,34;2.999,85;3.021,43;444,91;151,26;1,83;0,51;4,45;20,20;2,45;22,73;12,84;2,39;12,84;12;BB
Id_087;2017;PERU;248,67;282,07;2.923,09;3.747,93;2.310,31;3.255,56;492,38;567,16;4,69;5,09;15,74;24,85;3,10;7,53;13,14;8,12;15,27;8;BBB+
Id_089;2017;PERU;6.106,36;4.525,59;28.259,81;42.861,11;26.572,50;38.110,74;4.750,37;2.197,69;3,17;1,89;5,36;21,58;2,30;10,56;11,08;3,44;15,05;8;BBB+
Id_090;2017;PERU;2.784,88;2.926,51;13.858,77;18.762,16;11.419,20;16.234,81;2.527,35;1.107,93;3,46;2,70;6,03;15,94;2,01;15,60;13,47;2,87;16,76;7;A-
Id_091;2017;PERU;4.074,10;5.447,69;16.159,85;23.645,31;15.224,10;21.281,33;2.363,98;896,54;2,67;1,05;3,74;19,62;1,82;23,04;10,00;2,33;14,20;9;BBB
Id_092;2017;PERU;3.281,79;3.406,33;8.672,87;13.988,33;9.442,81;12.520,12;1.468,21;728,12;2,83;3,00;5,39;20,74;2,14;24,35;10,50;3,25;16,07;9;BBB
Id_093;2017;PERU;854,35;380,12;2.894,69;4.022,90;2.788,49;3.723,64;299,26;146,73;3,12;1,82;3,73;9,81;0,71;9,45;7,44;2,29;13,28;10;BBB-
Id_094;2017;PUERTO_RICO;427,87;427,87;4.223,84;6.145,41;4.960,70;5.204,21;941,20;308,62;4,90;2,67;4,90;5,52;0,84;6,96;15,32;2,93;19,92;13;BB-
Id_095;2017;PUERTO_RICO;107,29;106,99;440,07;569,81;411,97;455,83;113,99;10,57;3,00;0,40;1,80;5,10;1,00;18,80;20,00;0,60;20,00;9;BBB
Id_097;2017;URUGUAY;842,34;1.915,38;2.029,77;4.360,19;3.478,73;3.941,07;419,12;171,79;1,06;-0,13;3,89;16,71;1,48;43,93;9,61;3,54;9,61;10;BBB-
Id_098;2017;URUGUAY;2,51;26,59;1.709,16;1.999,89;638,69;1.065,60;934,29;158,03;1,56;-0,30;8,37;9,45;4,31;1,33;46,72;3,72;46,72;9;BBB
Id_099;2017;URUGUAY;830,40;1.186,16;1.871,51;3.301,32;2.588,75;3.071,88;229,45;136,00;1,73;1,68;3,45;14,14;0,92;35,93;6,95;3,29;6,95;9;BBB
Id_100;2017;URUGUAY;3.528,95;4.576,76;5.126,16;16.988,67;14.333,29;15.412,35;1.576,32;834,56;5,75;2,39;5,00;14,03;1,23;26,94;9,28;3,30;9,28;9;BBB
Id_124;2017;URUGUAY;88,33;175,15;147,17;352,03;275,44;305,49;46,54;16,67;6,11;2,86;4,63;0,77;0,09;49,75;13,22;7,57;13,22;17;CCC+
Id_101;2017;URUGUAY;1.216,21;1.934,85;2.711,49;5.115,06;4.346,40;4.666,80;448,26;235,95;2,15;1,14;4,46;14,97;1,21;37,83;8,76;4,05;8,76;10;BBB-
Id_102;2017;URUGUAY;229,80;294,88;846,50;1.238,62;887,92;1.149,17;89,45;47,52;3,19;1,94;3,26;18,35;0,97;23,81;7,22;3,67;7,22;8;BBB+
Id_103;2017;URUGUAY;728,41;778,15;1.479,50;3.165,77;2.605,88;2.951,82;213,94;159,18;3,36;2,46;4,51;15,91;1,16;24,58;6,76;4,39;6,76;8;BBB+
Id_104;2017;URUGUAY;25,47;71,59;11,64;110,64;99,09;101,94;8,70;2,90;10,39;0,00;3,00;-54,49;-5,91;64,70;7,87;4,52;7,87;15;B
Id_001;2017;PANAMA;29,20;474,70;5.117,40;6.624,90;3.575,10;6.048,40;576,50;153,70;1,35;0,39;2,43;14,02;1,20;7,17;8,70;1,63;13,81;10;BBB-
Id_128;2016;ARGENTINA;19,32;8,27;41,89;89,22;62,08;84,03;5,19;6,72;5,82;1,38;5,72;-58,87;-3,70;9,27;5,82;16,57;5,82;17;CCC+
Id_002;2016;ARGENTINA;725,45;1.142,49;2.820,82;4.527,96;3.092,75;3.907,95;620,00;285,85;1,11;0,92;6,93;35,22;4,89;25,23;13,69;9,11;13,69;17;CCC+
Id_129;2016;BOLIVIA;50,71;50,71;619,31;758,80;609,12;662,79;96,01;54,59;0,86;2,47;7,16;13,17;1,54;6,68;12,65;5,01;12,65;14;B+
Id_119;2016;BOLIVIA;44,44;44,44;1.295,34;1.582,07;1.166,12;1.419,88;162,19;158,47;0,41;0,82;10,54;22,34;2,15;2,81;10,25;6,54;10,25;14;B+
Id_007;2016;BOLIVIA;565,66;565,66;1.842,50;3.236,06;2.851,66;2.992,36;243,70;148,47;0,32;3,02;3,99;12,79;0,80;17,48;7,53;4,68;7,53;14;B+
Id_008;2016;BOLIVIA;664,98;722,11;2.393,94;4.056,41;3.553,84;3.800,29;256,12;140,16;1,94;0,04;3,63;16,88;1,03;17,80;6,31;2,71;13,58;14;B+
Id_120;2016;BOLIVIA;124,28;127,53;972,01;1.336,51;1.075,70;1.256,27;80,25;67,31;1,17;0,86;5,45;16,44;1,00;9,54;6,00;4,04;6,00;14;B+
Id_121;2016;BOLIVIA;10,98;10,98;16,15;31,85;16,67;17,68;14,17;0,78;0,32;0,53;2,49;0,20;0,09;34,48;44,48;5,93;44,48;16;B-
Id_122;2016;BOLIVIA;209,35;209,35;1.004,95;1.439,39;1.243,81;1.349,26;90,13;48,31;1,46;0,50;3,54;17,48;1,06;14,54;6,26;2,80;11,77;14;B+
Id_009;2016;BOLIVIA;475,98;547,55;1.934,72;3.181,22;2.755,83;2.960,39;220,82;122,63;1,46;0,25;4,03;15,84;1,07;17,21;6,94;2,67;11,36;14;B+
Id_123;2016;BOLIVIA;414,25;443,49;1.615,05;2.654,18;2.179,02;2.369,46;284,72;116,79;1,96;0,60;4,60;19,23;2,00;16,71;10,73;3,74;11,13;14;B+
Id_130;2016;BOLIVIA;29,41;29,41;319,18;413,27;334,63;378,71;34,56;26,66;0,38;2,10;6,96;10,10;0,88;7,12;8,36;5,69;8,36;15;B
Id_010;2016;BOLIVIA;386,71;419,22;1.625,14;2.364,69;2.003,56;2.185,92;178,77;105,46;1,80;1,12;4,71;15,07;1,14;17,73;7,56;3,08;12,37;14;B+
Id_011;2016;BOLIVIA;187,68;187,68;1.377,00;1.937,83;1.673,63;1.784,66;153,17;86,22;0,08;3,58;4,98;11,39;0,90;9,69;7,90;4,09;7,90;14;B+
Id_012;2016;BRAZIL;56,34;9.686,21;14.505,82;31.609,02;1.404,82;29.023,20;2.585,82;1.402,15;11,84;3,66;4,29;5,22;0,40;30,64;8,18;2,71;15,06;13;BB-
Id_014;2016;BRAZIL;54,87;403,13;3.011,45;4.162,74;2.636,18;3.759,64;403,10;519,56;8,54;3,14;12,45;17,50;1,64;9,68;9,68;11,06;15,26;13;BB-
Id_015;2016;BRAZIL;9,02;309,71;2.604,45;4.792,51;1.748,53;3.994,57;797,94;195,52;9,77;4,85;3,90;1,75;0,31;6,46;16,65;5,45;20,54;14;B+
Id_126;2016;BRAZIL;14,12;187,14;2.804,82;3.692,80;978,79;3.147,34;545,47;257,54;3,42;1,63;6,40;12,42;1,70;5,07;14,77;3,97;16,36;13;BB-
Id_016;2016;BRAZIL;6,02;736,38;5.805,65;8.441,18;4.399,14;7.394,02;1.047,17;1.156,73;11,76;4,91;14,06;-6,80;-0,87;8,72;12,41;10,36;13,23;14;B+
Id_017;2016;BRAZIL;23,54;475,96;691,36;1.340,22;1.006,02;1.236,58;103,64;105,29;9,01;4,73;8,20;29,60;2,21;35,51;7,73;9,94;15,57;13;BB-
Id_018;2016;BRAZIL;287,71;3.535,92;9.310,23;21.187,20;13.054,96;19.209,79;1.977,41;1.474,33;13,00;4,18;7,07;10,35;0,98;16,69;9,33;5,93;16,95;13;BB-
Id_019;2016;BRAZIL;65,31;4.879,61;1.151,48;7.859,38;2.884,09;7.472,00;387,39;232,62;15,48;3,29;3,46;13,33;0,77;62,09;4,93;3,43;18,76;13;BB-
Id_020;2016;BRAZIL;0,28;384,23;1.170,72;1.752,40;1.030,63;1.385,67;366,73;155,84;7,62;4,13;8,82;9,67;2,23;21,93;20,93;4,74;20,93;13;BB-
Id_021;2016;BRAZIL;1,29;19,21;560,75;617,16;349,52;532,42;84,73;34,37;1,96;0,68;4,97;7,78;1,38;3,11;13,73;3,68;13,33;13;BB-
Id_022;2016;BRAZIL;0,68;52,85;1.830,23;2.337,06;2,06;1.812,43;524,63;78,50;11,11;2,91;3,43;1,63;0,37;2,26;22,45;2,36;14,84;16;B-
Id_023;2016;BRAZIL;1,47;25,07;305,23;335,22;190,36;267,49;67,73;20,72;17,91;2,75;5,02;8,04;1,38;7,48;20,21;1,67;19,10;13;BB-
Id_131;2016;BRAZIL;135,86;486,24;129,20;863,68;296,09;803,50;60,18;56,34;2,87;0,75;7,28;19,74;1,37;56,30;6,97;6,61;21,10;15;B
Id_024;2016;BRAZIL;0,12;9,58;2.517,28;2.744,89;1.946,23;2.356,16;388,73;352,69;6,10;5,80;13,80;-5,20;-0,80;0,30;14,20;12,10;13,70;13;BB-
